key,weight,height,Assist Tackles,Completion Percentage,Completions,Extra Points Made,FGM 1-19 yards,FGM 20-29 yards,FGM 30-39 yards,FGM 40-49 yards,FGM 50+ yards,Field Goal Attempts,Field Goal Made,Field Goal Percentage,Field Goals,Forced Fumbles,Gross Average Punt Yards,Interception Touchdowns,Interception Yards,Interceptions,Kick Extra Points,Kick Return Touchdowns,Kick Return Yards,Kick Returns,Long Field Goal Made,Long Kick Return,Long Punt,Long Punt Return,Long Reception,Long Rushing,Longest Pass,Passer Rating,Passes Defended,Passing Attempts,Passing Touchdowns,Passing Yards,Punt Return Fair Catches,Punt Return Touchdowns,Punt Return Yards,Punt Returns,Punt Yards,Punts,Receiving Touchdowns,Receiving Yards,Receptions,Return Touchdowns,Rushing Attempts,Rushing Touchdowns,Rushing Yards,Sacks,Solo Tackles,Total Kicking Points,Total Sacks,Total Tackles,Total Touchdowns,Total Two Point Conversions,Yards Per Pass Attempt,Yards Per Reception,Yards Per Rush Attempt,career_avg_total_qbr,career_avg_qb_plays,career_avg_total_epa,career_avg_pass,career_avg_run,career_avg_exp_sack,career_avg_penalty,career_avg_raw_qbr,career_avg_sack,career_sum_points_added,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,40yd_done,Vertical_done,Bench_done,Broad Jump_done,3Cone_done,Shuttle_done,player_id
QB,0.36734693877551017,0.9399684044233807,0.0,0.26205287713841374,0.7037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38888888888888884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24264938349668036,0.0,0.6710948236371965,0.494949494949495,0.7005887300252313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008079552517091361,0.0,0.0,0.37404580152671757,0.04,0.23217179902755264,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.21108179419525067,0.15873015873015872,0.3703703703703704,0.7183787561146052,0.7652399481193255,0.363382250174703,0.5869829683698297,0.20044918585064567,0.3370473537604458,0.38857142857142857,0.6801994301994302,0.20833333333333337,0.4770897832817338,0.2808988764044944,0.5769230769230771,0.0,0.96551724137931,0.5196969696969704,0.4581934919013575,1,1,0,1,0,0,29965
QB,0.5102040816326525,1.0,0.0,0.23483670295489892,0.46011396011396016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5740740740740741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20913689535251345,0.0,0.4896930829134219,0.31818181818181823,0.44521206295806803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008079552517091361,0.0,0.0,0.16946564885496182,0.03,0.10615883306320906,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.1820580474934037,0.15873015873015872,0.2671957671957672,0.5592243186582808,0.7795071335927367,0.176450034940601,0.43750000000000006,0.08927568781583378,0.14972144846796664,0.5085714285714286,0.5438034188034188,0.01008064516129037,0.17058823529411765,0.6853932584269664,0.03846153846153877,0.0,0.2068965517241379,0.9333333333333345,0.7012987012987013,1,1,0,1,1,1,29224
QB,0.5510204081632653,0.9415481832543444,0.0,0.24922239502332813,0.712962962962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2350616503319633,0.0,0.7155290884104444,0.5858585858585859,0.7405382674516401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008079552517091361,0.0,0.0,0.2015267175572519,0.06,0.13999189627228523,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.20844327176781005,0.15873015873015872,0.30952380952380953,0.7384696016771488,0.6134889753566796,0.28459119496855345,0.42016423357664234,0.10738349241998875,0.6782729805013927,0.49999999999999994,0.6669337606837606,0.6663306451612903,0.4770897832817338,0.6516853932584272,0.39095955590800946,0.0,0.5650143678160919,0.5196969696969704,0.4581934919013575,1,0,0,0,0,0,29232
QB,0.5510204081632653,0.9368088467614534,0.0,0.234447900466563,0.5633903133903134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5185185185185185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2094530509010433,0.0,0.6010077874484654,0.3535353535353536,0.5520845848852577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005593536357986328,0.008928571428571428,0.0,0.3694656488549618,0.05,0.19692058346839544,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.18469656992084432,0.09523809523809523,0.35185185185185186,0.5538085255066387,0.6964980544747081,0.18029350104821804,0.40267639902676405,0.0802919708029197,0.3133704735376045,0.42666666666666664,0.5402421652421652,0.23655913978494614,0.19102167182662538,0.8202247191011232,0.1923076923076925,0.0,0.31034482758620685,0.7666666666666666,0.7142857142857144,1,1,0,1,1,1,29300
QB,0.3061224489795915,0.9368088467614534,0.0,0.2433903576982893,0.4223646723646724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48148148148148145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2276319949415112,0.0,0.4342647732478241,0.26262626262626265,0.466478433257239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008079552517091361,0.0,0.0,0.16793893129770993,0.04,0.1539708265802269,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.21635883905013192,0.15873015873015872,0.3227513227513228,0.7814465408805031,0.6666666666666666,0.3193570929419986,0.5264598540145986,0.0648512071869736,0.5654596100278553,0.34857142857142853,0.6960470085470086,0.5524193548387097,0.34984520123839014,0.6966292134831464,0.1923076923076925,0.0,0.5517241379310343,0.6333333333333337,0.5324675324675319,1,1,0,1,1,1,29967
QB,0.5102040816326525,0.962085308056872,0.0,0.24727838258164855,0.9886039886039887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9629629629629629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22368005058488774,0.0,1.0,0.6212121212121212,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008079552517091361,0.0,0.0,0.2015267175572519,0.03,0.0869124797406807,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.20052770448548812,0.15873015873015872,0.2592592592592593,0.7104297693920334,0.8158236057068742,0.36233403214535287,0.5640967153284673,0.0421111734980348,0.6229108635097493,0.6257142857142857,0.6591880341880342,0.594758064516129,0.5560371517027864,0.8764044943820233,0.3846153846153846,0.0,0.6551724137931036,0.522222222222223,0.4155844155844157,1,1,0,1,1,1,29956
QB,0.5918367346938771,0.966824644549763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008079552517091361,0.0,0.0,0.0,0.0,0.16288492706645055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15873015873015872,0.33333333333333337,0.0,0.0,0.0,0.0,0.10106681639528353,1.0,0.21714285714285714,0.0,1.0,0.15727554179566564,0.7191011235955056,0.23076923076923084,0.0,0.5517241379310343,0.5777777777777784,0.7402597402597406,1,1,0,1,1,1,29288
QB,0.6326530612244889,0.9462875197472354,0.0,0.24805598755832037,0.7592592592592593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20929497312677836,0.0,0.7659184608337151,0.36868686868686873,0.7216748768472906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008079552517091361,0.0,0.0,0.7038167938931298,0.12,0.29760940032414906,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.1899736147757256,0.15873015873015872,0.3703703703703704,0.5094339622641509,0.7380025940337224,0.20737246680642907,0.38731751824817523,0.2897248736664795,0.023328690807799646,0.29428571428571426,0.562232905982906,0.009072580645161366,0.25727554179566564,0.5393258426966288,0.39095955590800946,0.0,0.5650143678160919,0.5196969696969704,0.4581934919013575,1,0,0,0,0,0,29975
QB,0.32653061224489743,0.0,0.0,0.22278382581648523,0.4622507122507123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20265570660765092,0.0,0.5185524507558406,0.26262626262626265,0.5066081941607593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008079552517091361,0.0,0.0,0.8030534351145038,0.25,0.5818476499189627,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.19525065963060687,0.15873015873015872,0.43650793650793657,0.595125786163522,0.5784695201037613,0.15793151642208247,0.19502737226277375,0.27919708029197077,0.5069637883008358,0.5971428571428572,0.5608974358974359,0.4889112903225806,0.2130030959752322,0.5527435365986682,0.39095955590800946,0.0,0.5650143678160919,0.5196969696969704,0.4581934919013575,0,0,0,0,0,0,29634
QB,0.6530612244897958,0.9731437598736177,0.0,0.255443234836703,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35185185185185186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2431236168194752,0.0,0.4081539166284929,0.2828282828282829,0.4564459930313589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006215040397762586,0.008928571428571428,0.0,0.29770992366412213,0.15,0.27653970826580226,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.22427440633245382,0.1111111111111111,0.4100529100529101,0.8149895178197064,0.6679636835278858,0.5010482180293502,0.5333029197080292,0.4960696238068501,0.4714484679665739,0.6285714285714286,0.8162393162393163,0.44556451612903225,0.5179566563467493,0.6741573033707864,0.5,0.0,0.6551724137931036,0.47777777777777786,0.2987012987012987,1,1,0,1,1,1,34717
QB,0.14285714285714235,0.9067930489731437,0.0,0.2678849144634526,0.4237891737891738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4074074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2594056275687638,0.0,0.39532753092075124,0.31818181818181823,0.46978253033761863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008079552517091361,0.0,0.0,0.5267175572519084,0.3,0.6023095623987034,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.24010554089709762,0.15873015873015872,0.5,0.9329140461215932,0.8378728923476004,0.7634521313766597,0.6646897810218978,0.9213924761370016,0.48189415041782735,0.26857142857142857,0.8936965811965812,0.4858870967741936,0.7944272445820434,0.393258426966292,0.42307692307692335,0.0,0.5862068965517242,0.11111111111111072,0.06493506493506551,1,1,0,1,1,1,33057
QB,0.2857142857142856,0.9368088467614534,0.0,0.26594090202177295,0.5562678062678063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24849826114448306,0.0,0.5231333027943197,0.36363636363636365,0.589751291601586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008079552517091361,0.0,0.0,0.3450381679389313,0.06,0.1973257698541329,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.22691292875989447,0.15873015873015872,0.35449735449735453,0.7547169811320754,0.6394293125810635,0.39715816445376195,0.628345498783455,0.19988770353733856,0.2799442896935934,0.20952380952380953,0.732905982905983,0.28494623655913975,0.5891640866873066,0.5527435365986682,0.30769230769230793,0.0,0.5862068965517242,0.5777777777777784,0.2857142857142865,0,1,0,1,1,1,33598
QB,0.2857142857142856,0.9399684044233807,0.0,0.2593312597200622,0.7742165242165242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2415428390768258,0.0,0.7466788822721026,0.5707070707070707,0.7715367055148384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074580484773151025,0.008928571428571428,0.0,0.250381679389313,0.05,0.20137763371150727,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.20844327176781005,0.14285714285714285,0.3650793650793651,0.7134870719776379,0.8249027237354085,0.48008385744234805,0.6590632603406327,0.1532846715328467,0.541782729805014,0.8266666666666667,0.752136752136752,0.5201612903225806,0.6913312693498452,0.404494382022472,0.6538461538461542,0.0,0.48275862068965525,0.5196969696969704,0.2857142857142865,1,1,0,1,0,1,32176
QB,0.5306122448979584,0.9383886255924171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008079552517091361,0.0,0.0,0.0,0.0,0.16288492706645055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15873015873015872,0.33333333333333337,0.0,0.0,0.0,0.0,0.10106681639528353,1.0,0.21714285714285714,0.0,1.0,0.15727554179566564,0.7191011235955056,0.34615384615384626,0.0,0.48275862068965525,0.43333333333333357,0.3636363636363633,1,1,0,1,1,1,33695
QB,0.9795918367346932,0.9873617693522907,0.0,0.21578538102643857,0.4935897435897436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1953841289914638,0.0,0.5716903344021989,0.26262626262626265,0.5408506548119668,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.014916096954630205,0.017857142857142856,0.0,0.7557251908396947,0.24,0.43820907617504046,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1899736147757256,0.24603174603174602,0.4047619047619048,0.5981830887491264,0.7937743190661478,0.21500116468669928,0.3135644768856448,0.2605277933745087,0.4080779944289695,0.44952380952380955,0.5623219373219374,0.3817204301075269,0.21424148606811144,0.3146067415730336,0.7307692307692308,0.0,0.7586206896551722,0.44444444444444464,0.2597402597402594,1,1,0,1,1,1,33064
QB,0.5714285714285712,0.9589257503949447,0.0,0.2208398133748056,0.3062678062678063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35185185185185186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20723996206133416,0.0,0.3467704993128722,0.18686868686868688,0.3418238615883696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068365444375388445,0.008928571428571428,0.0,0.2549618320610687,0.04,0.098257698541329,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.1978891820580475,0.12698412698412698,0.2830687830687831,0.5408805031446541,0.5797665369649805,0.12473794549266248,0.3202554744525548,0.14402021336327903,0.13718662952646254,0.4285714285714286,0.5219017094017094,0.12096774193548387,0.15665634674922602,0.7191011235955056,0.0769230769230771,0.0,0.31034482758620685,0.7555555555555555,0.49350649350649434,1,1,0,1,1,1,33173
QB,0.14285714285714235,0.9162717219589257,0.0,0.2422239502332815,0.655982905982906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7592592592592592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2507113499841922,0.0,0.6770499312872195,0.6111111111111112,0.7909407665505227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006215040397762586,0.008928571428571428,0.0,0.4366412213740458,0.16,0.2431118314424635,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.23482849604221637,0.1111111111111111,0.3703703703703704,0.8330712788259956,0.6316472114137484,0.38819007686932216,0.5629562043795622,0.24045480067377875,0.39937325905292487,0.39714285714285713,0.7574786324786326,0.3477822580645161,0.676780185758514,0.5730337078651688,0.39095955590800946,0.0,0.5650143678160919,0.5196969696969704,0.4581934919013575,1,0,0,0,0,0,34147
