,player_id,player_name,pos_abbr,weight,height,draft_year,Assist Tackles,Completion Percentage,Completions,Extra Points Made,FGM 1-19 yards,FGM 20-29 yards,FGM 30-39 yards,FGM 40-49 yards,FGM 50+ yards,Field Goal Attempts,Field Goal Made,Field Goal Percentage,Field Goals,Forced Fumbles,Gross Average Punt Yards,Interception Touchdowns,Interception Yards,Interceptions,Kick Extra Points,Kick Return Touchdowns,Kick Return Yards,Kick Returns,Long Field Goal Made,Long Kick Return,Long Punt,Long Punt Return,Long Reception,Long Rushing,Longest Pass,Passer Rating,Passes Defended,Passing Attempts,Passing Touchdowns,Passing Yards,Punt Return Fair Catches,Punt Return Touchdowns,Punt Return Yards,Punt Returns,Punt Yards,Punts,Receiving Touchdowns,Receiving Yards,Receptions,Return Touchdowns,Rushing Attempts,Rushing Touchdowns,Rushing Yards,Sacks,Solo Tackles,Total Kicking Points,Total Sacks,Total Tackles,Total Touchdowns,Total Two Point Conversions,Yards Per Pass Attempt,Yards Per Reception,Yards Per Rush Attempt,career_avg_total_qbr,career_avg_qb_plays,career_avg_total_epa,career_avg_pass,career_avg_run,career_avg_exp_sack,career_avg_penalty,career_avg_raw_qbr,career_avg_sack,career_sum_points_added,scouting,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle
10,28951,Dontari Poe,DT,346,75.5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p><b>What he brings:</b> 
Poe is the definition of a boom-or-bust prospect. Few prospects have his kind of upside. At 346 pounds, he has above-average lateral ability and range. However, he doesn't make nearly as many plays on film, especially when you consider the level of competition he faced on a weekly basis. If the light comes on for him, he'll be a steal at this pick. But he can easily turn into a bust. </p>

<br><b>Video analysis</b>: <a href=""http://espn.go.com/video/clip?id=7860422"">Todd McShay</a> <img src=""http://assets.espn.go.com/icons/watch.png"" width=""15"" height=""8"" border=""0"" alt=""Video"" /><br>

<p><b>How he fits:</b> 
The key to this 3-4 defense is being very physical on the interior and that means a big, dominating nose tackle. They have lived with undersized Kelly Gregg in the past and young Jerrell Powe is unproven and Poe now, potentially, gives them the penetrating, inside run-stuffer they have been looking for. They will tinker with some 43-and-under looks and they will use some pre-snap movement for Poe to get him in some one-on-one penetrating situations. Obviously, the huge question here is which player is he: the guy we saw him at the combine or the guy who can be inconsistent on film?


</p>
",4.89,29.5,44.0,105.0,7.9,4.56
11,28964,Fletcher Cox,DT,298,76.0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p><b>What he brings:</b> Cox is a disruptive interior run defender who has the initial quickness to disrupt plays in the backfield. He also has the violent hands and closing speed to get after the quarterback. He's versatile enough to line up at defensive tackle or defensive end. </p>

<br><b>Video analysis</b>: <a href=""http://espn.go.com/video/clip?id=7860451"">Todd McShay</a> <img src=""http://assets.espn.go.com/icons/watch.png"" width=""15"" height=""8"" border=""0"" alt=""Video"" /><br>

<p><b>How he fits:</b>
Even though it initially looks like the Eagles are in pretty good shape on the inside of their defensive line, in this Wide Nine defensive scheme, where they really play their linebackers on the edge, it gives the interior of this defense a lot of space to cover. He should be an excellent inside penetrator and a lot of one-gap schemes and the Eagles love to use a deep rotation on the defensive line and come at offenses in waves. Andy Reid will never pass on a good interior player. With Cox upfront and newly acquired DeMeco Ryans at MLB coming from Houston as a free agent, the interior of this defense has dramatically been upgraded.


</p>
",4.77,26.0,30.0,103.0,7.07,4.53
12,28158,Michael Floyd,WR,220,74.625,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p><b>What he brings:</b> Floyd isn't an explosive receiver who's going to separate underneath, but he doesn't have to because he's big and strong enough to make plays against tight coverage. The reason he's a good value at this point in the draft is his ability to make plays down the field. He gets off the line better than most receivers his size, he's fast and he excels in jump-ball situations. </p>

<br><b>Video analysis</b>: <a href=""http://espn.go.com/video/clip?id=7860431"">Todd McShay</a> <img src=""http://assets.espn.go.com/icons/watch.png"" width=""15"" height=""8"" border=""0"" alt=""Video"" /><br>

<p><b>How he fits:</b> 
After superstar Larry Fitzgerald, there is not a lot to like about this passing game and receiving corps. With Floyd penciled in as a legitimate No. 2 receiver, the Cardinals can move Early Doucet to the slot position, where he is much more suited, and that gives them a legitimate three-wide receiver package and gives them two, big physical receivers in Floyd and Fitzgerald that can go up and get it in the red zone and on third down. This is a pick Fitzgerald will love because it will take away some of the double-teams he's been seeing, and in one move it will make the Cardinals' QBs look better because they will be able to get away with more jump balls.


</p>
",4.4,36.5,16.0,122.0,,
13,28980,Michael Brockers,DT,322,77.0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p><b>What he brings:</b> Brockers is a big and athletic interior run-stuffer who shows above-average range for a 322-pound defensive tackle. He still has a long way to go in terms of rushing the passer, but he has the active hands and athletic ability to get there. </p>

<br><b>Video analysis</b>: <a href=""http://espn.go.com/video/clip?id=7860477"">Todd McShay</a> <img src=""http://assets.espn.go.com/icons/watch.png"" width=""15"" height=""8"" border=""0"" alt=""Video"" /><br>

<p><b>How he fits:</b> This is a run defense that a year ago was near the bottom of the league. The coaches really gutted the interior of this defensive line. They did add Kendall Langford from Miami as a veteran free agent, and he's a good run defender. Brockers can start at the other defensive tackle position and give them not only an improved run defense, but he also has some inside penetration skills that they so desperately needed. Inside pressure will help their edge rushers, and a big goal of this defense was to get bigger and more physical.


</p>
",5.31,26.5,,105.0,7.46,4.81
14,28955,Bruce Irvin,OLB,245,75.0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p><b>What he brings:</b> 
Irvin is the biggest reach in this draft so far. He has to get stronger against the run if he lines up at defensive end and learn how to play in space in terms of coverage if he lines up at outside linebacker. On the other hand, he's arguably the most explosive pass-rusher in this class. He can run around offensive tackles and get to the quarterback in a flash if he gets the seam. </p>

<br><b>Video analysis</b>: <a href=""http://espn.go.com/video/clip?id=7860471"">Todd McShay</a> <img src=""http://assets.espn.go.com/icons/watch.png"" width=""15"" height=""8"" border=""0"" alt=""Video"" /><br>

<p><b>How he fits:</b> 
This defense registered only 33 sacks in 2011 and 11 of those came from Chris Clemons at one defensive end position. They like to pressure with their front four without blitzes. While they have two good starters in Clemons and Red Bryant, Pete Carroll loves to play creative personnel fronts. He actually has an elephant package with an extra linebacker on the field as a pass-rusher, and this pick gives them a lot of creativity.


</p>
",4.41,33.5,23.0,123.0,6.7,4.03
15,28090,Quinton Coples,DE,284,77.75,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p><b>What he brings:</b>
Coples is a versatile defensive lineman who can line up at defensive tackler in a four-man front or at defensive end in a three-man front. At times he's a stout run defender who can also make plays in the backfield, and he flashes the ability to turn into an effective pass-rusher at the next level. The reason he dropped as far as he has are concerns about his work ethic and his commitment to the game. Is he one of those guys who's not going to give you his all all the time?</p>

<br><b>Video analysis</b>: <a href=""http://espn.go.com/video/clip?id=7860560"">Todd McShay</a> <img src=""http://assets.espn.go.com/icons/watch.png"" width=""15"" height=""8"" border=""0"" alt=""Video"" /><br>

<p><b>How he fits:</b>
This is a little bit of a curious pick because even though they really need improvement in their defensive front, in this 3-4 defense the feeling was that an OLB who could rush the QB was a bigger priority. Coples is a tall and rangy guy who will likely fit at defensive end in the Jets' 3-4 front, and when they switch to a 4-3 or even some 46 looks, he could be inside or outside because of his versatility as one-gap penetrator. With his skill set he can definitely improve the depth in this defensive line. But expecting a lot of production as an edge pass-rusher is probably expecting too much. He and Muhammad Wilkerson could form an excellent duo.


</p>
",4.69,31.5,25.0,109.0,7.57,4.78
16,27428,Dre Kirkpatrick,CB,185,73.625,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p><b>What he brings:</b> 
Kirkpatrick is a tall and athletic corner with the toughness and speed to develop into an effective press corner. He's also one of the better corners in the draft at defending the run. However, there's one major drawback: He's not a playmaker, and he hasn't shown enough in terms of ball skills to make you think he will be one day. </p>

<br><b>Video analysis</b>: <a href=""http://espn.go.com/video/clip?id=7860536"">Todd McShay</a> <img src=""http://assets.espn.go.com/icons/watch.png"" width=""15"" height=""8"" border=""0"" alt=""Video"" /><br>

<p><b>How he fits:</b>
The Bengals have tried this whole offseason to upgrade their secondary that was pretty good a year ago, but there are a lot of questions with age and durability. Their depth is suspect and they just don't match up well in man-to-man coverage. Defensive coordinator Mike Zimmer likes to gamble a lot and bring a variety of blitzes, and he is not afraid to put his corners on an island in man-to-man coverage. Kirkpatrick gives them a chance to probably contribute immediately in their subpackages as a third corner, eventually moving into a starting spot to replace Leon Hall and Nate Clements.

</p>
",4.5,35.0,,120.0,,
17,28296,Melvin Ingram,DE,264,73.5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p><b>What he brings:</b> Ingram is a hybrid defensive end/outside linebacker prospect who's at his best rushing the passer. But he's also athletic and smooth enough to hold up underneath coverage. While his short arms are a concern, his hands are active and violent. So there's a lot to like about his ability to overcome his weaknesses. </p>

<br><b>Video analysis</b>: <a href=""http://espn.go.com/video/clip?id=7860668"">Todd McShay</a> <img src=""http://assets.espn.go.com/icons/watch.png"" width=""15"" height=""8"" border=""0"" alt=""Video"" /><br>

<p><b>How he fits:</b> 
He will likely be plugged in as a pass-rushing outside linebacker in their 3-4 defense. They have looked for a long time for a guy to complement Shaun Phillips, although his production dropped off in 2011 and we don't know where Phillips' game is right now. Free agent Jarret Johnson from Baltimore was an excellent edge pickup and surprising Antwan Barnes had 11 sacks a year ago. On the surface, it looks like this position is in pretty good shape, but the Chargers can never have too many pass-rushers and in 2012, they want to be a more aggressive blitzing defense with those front guys constantly on the move. This gives them a lot of flexibility with Ingram.


</p>
",,,,,,
18,29060,Shea McClellin,OLB,260,75.375,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p><b>What he brings:</b>
McClellin has been one of the hottest names leading up to the draft because of his ability to rush the passer. He gets off the ball well, he can bend back inside and he closes well. 
He needs to work on his ability to get off blocks, but he's tough, strong and does a nice job of setting the edge when he's lined up at defensive end. </p>

<br><b>Video analysis</b>: <a href=""http://espn.go.com/video/clip?id=7860677"">Todd McShay</a> <img src=""http://assets.espn.go.com/icons/watch.png"" width=""15"" height=""8"" border=""0"" alt=""Video"" /><br>

<p><b>How he fits:</b>
The Bears want most of their pass-rush production in their 4-3 defense to come from the front four and the only real edge rusher they have is Julius Peppers, who had 10.5 sacks in 2011. The other start Israel Idonije is a better run-defender than pass-rusher, McClellin fits in perfectly as a guy who can give them some pass rush in the nickel situations and give them three-man rotation at defensive end.


</p>
",4.62,31.5,19.0,118.0,7.07,4.33
19,28585,Kendall Wright,WR,196,70.25,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p><b>What he brings:</b> Doesn't have great size and he doesn't have great ball skills, but he's a big play waiting to happen. He's fast enough to stretch the field and he's competitive in 50/50 ball situations. One of the things he needs to improve is catching the ball in stride, but he's elusive and explosive after the catch. </p>

<br><b>Video analysis</b>: <a href=""http://espn.go.com/video/clip?id=7860727"">Todd McShay</a> <img src=""http://assets.espn.go.com/icons/watch.png"" width=""15"" height=""8"" border=""0"" alt=""Video"" /><br>

<p><b>How he fits:</b> 
This position has a chance to really improve if the Titans hit on Wright. Kenny Britt is an explosive playmaker, but he's coming off an knee injury that kept him out of the lineup in 2011, and Nate Washington is coming off a career year, but can he repeat it? If both guys play up to form in 2012, Wright could be the perfect slot receiver inside to take advantage of his quickness, and that would give the Titans a really good three-wide receiver package. Although, this offense was very vanilla in 2011, with a more complete passing game, they could really open things up. You could see Wright really flourish with yards after the catch inside.


</p>
",4.49,38.5,,121.0,6.93,4.18
20,29006,Chandler Jones,DE,266,77.375,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p><b>What he brings:</b> 
When you look at Jones' combine workout, nothing really stands out in terms of numbers. But when you throw in the film, you see a player who has above-average upside as a pass-rusher. He anticipates the snap well, does a good job of bending inside, and he closes better than his timed speed would suggest. Plus, he still has room to grow into his frame and get even bigger. </p>

<br><b>Video analysis</b>: <a href=""http://espn.go.com/video/clip?id=7860739"">Todd McShay</a> <img src=""http://assets.espn.go.com/icons/watch.png"" width=""15"" height=""8"" border=""0"" alt=""Video"" /><br>

<p><b>How he fits:</b>
Obviously, defense was a huge need for the Patriots in this draft. In one way, to improve a porous pass defense is to get better in the pass rush up front. Bill Belichick can juggle his 3-4 and 4-3 schemes depending on his personnel. Jones fits perfectly as a right defensive end in a 4-3 look, but he could also play OLB as an edge rusher opposite Rob Ninkovich in their 3-4 look. The Pats appreciate versatility more than any other team in the NFL, and Jones gives them flexibility in interchanging their fronts.

</p>
",4.77,35.0,22.0,120.0,7.07,4.38
